sample,score_top5_mean,num_pairs,top_values,csv_path
sample_010914,0.96228783,20,0.98153841;0.97437686;0.95371646;0.95149255;0.95031488,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010914_dinov2_base_adjacent_similarity.csv
sample_006716,0.96228628,20,0.97180229;0.96868026;0.96778673;0.96188557;0.94127655,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006716_dinov2_base_adjacent_similarity.csv
sample_006714,0.96228253,20,0.97952133;0.96636266;0.96188152;0.95527679;0.94837034,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006714_dinov2_base_adjacent_similarity.csv
sample_014190,0.96228238,20,0.97631979;0.96895427;0.96218687;0.95867097;0.94528002,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014190_dinov2_base_adjacent_similarity.csv
sample_002806,0.96228225,20,0.97116888;0.96657097;0.96400619;0.95768225;0.95198298,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002806_dinov2_base_adjacent_similarity.csv
sample_011842,0.96227498,20,0.97454739;0.97222710;0.97119617;0.95160019;0.94180405,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011842_dinov2_base_adjacent_similarity.csv
sample_014727,0.96227120,20,0.98211235;0.96860039;0.95806348;0.95681155;0.94576824,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014727_dinov2_base_adjacent_similarity.csv
sample_012285,0.96226031,20,0.98530722;0.97411108;0.95609331;0.95181507;0.94397485,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012285_dinov2_base_adjacent_similarity.csv
sample_008627,0.96225933,20,0.97842968;0.96901214;0.96799612;0.95029896;0.94555974,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008627_dinov2_base_adjacent_similarity.csv
sample_011388,0.96225290,20,0.97815967;0.97485149;0.96672106;0.94941783;0.94211447,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011388_dinov2_base_adjacent_similarity.csv
sample_006306,0.96225090,20,0.96861541;0.96577978;0.96103871;0.95918608;0.95663452,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006306_dinov2_base_adjacent_similarity.csv
sample_006133,0.96225048,20,0.97767448;0.96788418;0.95679140;0.95594049;0.95296186,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006133_dinov2_base_adjacent_similarity.csv
sample_011752,0.96224538,20,0.97188962;0.96717978;0.96070409;0.95718586;0.95426756,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011752_dinov2_base_adjacent_similarity.csv
sample_013391,0.96224466,20,0.98688376;0.97010148;0.96161216;0.94848257;0.94414335,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013391_dinov2_base_adjacent_similarity.csv
sample_010984,0.96224275,20,0.97988427;0.97430319;0.95605141;0.95193779;0.94903708,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010984_dinov2_base_adjacent_similarity.csv
sample_002737,0.96224119,20,0.98390746;0.96285069;0.95734763;0.95595396;0.95114619,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002737_dinov2_base_adjacent_similarity.csv
sample_000826,0.96223218,20,0.99000210;0.98964566;0.98316538;0.94144988;0.90689790,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000826_dinov2_base_adjacent_similarity.csv
sample_011848,0.96223054,20,0.99331433;0.96055502;0.95515299;0.95128989;0.95084047,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011848_dinov2_base_adjacent_similarity.csv
sample_009209,0.96222716,20,0.96782494;0.96779734;0.96597928;0.95852292;0.95101130,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009209_dinov2_base_adjacent_similarity.csv
sample_011765,0.96222653,20,0.98213863;0.96111131;0.95993054;0.95405459;0.95389760,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011765_dinov2_base_adjacent_similarity.csv
sample_002870,0.96221991,20,0.97288471;0.96436304;0.96336019;0.95868099;0.95181060,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002870_dinov2_base_adjacent_similarity.csv
sample_006163,0.96221752,20,0.97899866;0.96873045;0.95934355;0.95329672;0.95071822,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006163_dinov2_base_adjacent_similarity.csv
sample_012051,0.96220891,20,0.97528219;0.97418272;0.95742399;0.95226949;0.95188618,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012051_dinov2_base_adjacent_similarity.csv
sample_007348,0.96220774,20,0.99067932;0.98307317;0.96258771;0.94267404;0.93202448,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007348_dinov2_base_adjacent_similarity.csv
sample_013144,0.96220646,20,0.98491162;0.96962178;0.96713066;0.95199198;0.93737626,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013144_dinov2_base_adjacent_similarity.csv
sample_006398,0.96220045,20,0.98388863;0.96465689;0.95728803;0.95355755;0.95161116,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006398_dinov2_base_adjacent_similarity.csv
sample_011391,0.96219934,20,0.97483367;0.96654665;0.95909512;0.95661139;0.95390987,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011391_dinov2_base_adjacent_similarity.csv
sample_013944,0.96219636,20,0.97891504;0.97566724;0.97038829;0.95284986;0.93316138,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013944_dinov2_base_adjacent_similarity.csv
sample_012490,0.96219206,20,0.99055493;0.96625447;0.95883512;0.95401692;0.94129884,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012490_dinov2_base_adjacent_similarity.csv
sample_015938,0.96218882,20,0.97961503;0.97057027;0.96120548;0.95409393;0.94545937,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015938_dinov2_base_adjacent_similarity.csv
sample_002581,0.96218855,20,0.97539598;0.96632218;0.96279955;0.95390081;0.95252424,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002581_dinov2_base_adjacent_similarity.csv
sample_010844,0.96218068,20,0.97895408;0.96585101;0.95687765;0.95531273;0.95390791,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010844_dinov2_base_adjacent_similarity.csv
sample_006408,0.96217434,20,0.96704888;0.96670020;0.96379650;0.96001637;0.95330977,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006408_dinov2_base_adjacent_similarity.csv
sample_005216,0.96217404,20,0.97892976;0.96422029;0.95956850;0.95751220;0.95063943,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005216_dinov2_base_adjacent_similarity.csv
sample_007848,0.96215881,20,0.98280293;0.96533060;0.96024132;0.95200974;0.95040947,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007848_dinov2_base_adjacent_similarity.csv
sample_003887,0.96215831,20,0.98975194;0.98072505;0.96686864;0.94359630;0.92984962,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003887_dinov2_base_adjacent_similarity.csv
sample_009490,0.96215574,20,0.98765087;0.98418045;0.97406334;0.93709701;0.92778701,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009490_dinov2_base_adjacent_similarity.csv
sample_007309,0.96215440,20,0.98775709;0.98342699;0.95718122;0.94874930;0.93365741,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007309_dinov2_base_adjacent_similarity.csv
sample_006441,0.96215139,20,0.97957373;0.96795893;0.96207917;0.95592058;0.94522452,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006441_dinov2_base_adjacent_similarity.csv
sample_005140,0.96214995,20,0.97068667;0.97045761;0.96317840;0.96269333;0.94373375,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005140_dinov2_base_adjacent_similarity.csv
sample_007774,0.96214652,20,0.97914958;0.97759730;0.96067667;0.94986743;0.94344163,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007774_dinov2_base_adjacent_similarity.csv
sample_005382,0.96214155,20,0.98558915;0.96324980;0.96168876;0.95042777;0.94975227,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005382_dinov2_base_adjacent_similarity.csv
sample_007940,0.96213996,20,0.97645086;0.96762282;0.96761203;0.95016372;0.94885039,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007940_dinov2_base_adjacent_similarity.csv
sample_007764,0.96213527,20,0.98426974;0.97875106;0.96828341;0.94409561;0.93527651,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007764_dinov2_base_adjacent_similarity.csv
sample_009502,0.96213288,20,0.98534423;0.97554988;0.96766794;0.95531428;0.92678809,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009502_dinov2_base_adjacent_similarity.csv
sample_002814,0.96212982,20,0.97653025;0.97636932;0.96091712;0.94880617;0.94802624,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002814_dinov2_base_adjacent_similarity.csv
sample_015419,0.96212712,20,0.96553314;0.96320629;0.96096087;0.96092010;0.96001518,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015419_dinov2_base_adjacent_similarity.csv
sample_008360,0.96211976,20,0.97651565;0.97272688;0.96179914;0.95449042;0.94506669,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008360_dinov2_base_adjacent_similarity.csv
sample_007398,0.96211913,20,0.99079931;0.97556043;0.97547841;0.94561589;0.92314160,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007398_dinov2_base_adjacent_similarity.csv
sample_015293,0.96211855,20,0.97742265;0.97357953;0.96257907;0.95814168;0.93886983,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015293_dinov2_base_adjacent_similarity.csv
sample_013775,0.96211468,20,0.98910832;0.98212045;0.96550107;0.94531024;0.92853332,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013775_dinov2_base_adjacent_similarity.csv
sample_010477,0.96211462,20,0.97301859;0.97280014;0.95997524;0.95883822;0.94594091,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010477_dinov2_base_adjacent_similarity.csv
sample_004301,0.96211202,20,0.98963916;0.98587573;0.96858293;0.95406163;0.91240066,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004301_dinov2_base_adjacent_similarity.csv
sample_006231,0.96209875,20,0.97102159;0.97007197;0.95791864;0.95700437;0.95447719,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006231_dinov2_base_adjacent_similarity.csv
sample_002988,0.96209403,20,0.98083699;0.97265834;0.96468323;0.95346254;0.93882906,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002988_dinov2_base_adjacent_similarity.csv
sample_009116,0.96208817,20,0.97974551;0.96862423;0.96535408;0.94914597;0.94757104,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009116_dinov2_base_adjacent_similarity.csv
sample_008540,0.96206626,20,0.97737050;0.97052211;0.96877384;0.94700271;0.94666213,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008540_dinov2_base_adjacent_similarity.csv
sample_013746,0.96206229,20,0.98635989;0.98541057;0.96239531;0.93996131;0.93618435,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013746_dinov2_base_adjacent_similarity.csv
sample_011755,0.96205573,20,0.98042160;0.96562982;0.95637643;0.95545989;0.95239091,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011755_dinov2_base_adjacent_similarity.csv
sample_001282,0.96204856,20,0.99067318;0.98485398;0.98459780;0.95094156;0.89917630,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001282_dinov2_base_adjacent_similarity.csv
sample_009498,0.96204835,20,0.98769176;0.98762262;0.98170125;0.93634427;0.91688186,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009498_dinov2_base_adjacent_similarity.csv
sample_010971,0.96204777,20,0.98297155;0.96023250;0.95991969;0.95413351;0.95298159,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010971_dinov2_base_adjacent_similarity.csv
sample_015299,0.96204021,20,0.98239803;0.96731353;0.95546675;0.95298117;0.95204157,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015299_dinov2_base_adjacent_similarity.csv
sample_010904,0.96203947,20,0.97059405;0.96647167;0.96365249;0.95666432;0.95281482,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010904_dinov2_base_adjacent_similarity.csv
sample_007465,0.96203780,20,0.98667240;0.96791482;0.96185172;0.94801736;0.94573271,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007465_dinov2_base_adjacent_similarity.csv
sample_003883,0.96203069,20,0.97843236;0.97670186;0.96701312;0.94602215;0.94198394,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003883_dinov2_base_adjacent_similarity.csv
sample_014068,0.96202762,20,0.98153198;0.97541428;0.96688557;0.95379388;0.93251240,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014068_dinov2_base_adjacent_similarity.csv
sample_010636,0.96202157,20,0.97283924;0.96617913;0.96492648;0.95459080;0.95157218,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010636_dinov2_base_adjacent_similarity.csv
sample_009237,0.96201930,20,0.98191482;0.97694600;0.97124898;0.94081306;0.93917364,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009237_dinov2_base_adjacent_similarity.csv
sample_005597,0.96201868,20,0.97627944;0.97590184;0.97399056;0.94789773;0.93602383,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005597_dinov2_base_adjacent_similarity.csv
sample_012712,0.96201854,20,0.97839010;0.97100282;0.96007037;0.95191896;0.94871044,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012712_dinov2_base_adjacent_similarity.csv
sample_006412,0.96201804,20,0.97287500;0.96694350;0.96048188;0.95555574;0.95423406,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006412_dinov2_base_adjacent_similarity.csv
sample_013459,0.96201230,20,0.96962714;0.96697789;0.96634573;0.95561683;0.95149392,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013459_dinov2_base_adjacent_similarity.csv
sample_009884,0.96201166,20,0.99070758;0.96752709;0.95643866;0.95368123;0.94170374,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009884_dinov2_base_adjacent_similarity.csv
sample_005808,0.96201061,20,0.97639751;0.97385108;0.95953393;0.95888233;0.94138819,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005808_dinov2_base_adjacent_similarity.csv
sample_014134,0.96200938,20,0.98495674;0.97591233;0.95304537;0.95202476;0.94410771,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014134_dinov2_base_adjacent_similarity.csv
sample_009154,0.96199939,20,0.99076611;0.98844624;0.96962070;0.93169194;0.92947197,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009154_dinov2_base_adjacent_similarity.csv
sample_000517,0.96199933,20,0.99293214;0.98517478;0.97834402;0.92681259;0.92673314,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000517_dinov2_base_adjacent_similarity.csv
sample_003657,0.96199898,20,0.98522723;0.96206427;0.96180189;0.96085179;0.94004971,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003657_dinov2_base_adjacent_similarity.csv
sample_002833,0.96199478,20,0.96967292;0.96834767;0.96016896;0.95783168;0.95395267,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002833_dinov2_base_adjacent_similarity.csv
sample_002837,0.96198641,20,0.97142327;0.97124541;0.95884550;0.95679438;0.95162350,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002837_dinov2_base_adjacent_similarity.csv
sample_015573,0.96198354,20,0.97202462;0.97085649;0.96879029;0.95642948;0.94181681,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015573_dinov2_base_adjacent_similarity.csv
sample_008963,0.96198243,20,0.97217673;0.96730208;0.96565717;0.95907563;0.94570053,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008963_dinov2_base_adjacent_similarity.csv
sample_015970,0.96198038,20,0.98050964;0.97458750;0.96406269;0.95433879;0.93640327,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015970_dinov2_base_adjacent_similarity.csv
sample_007175,0.96197780,20,0.98127985;0.97789609;0.95704401;0.95027000;0.94339907,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007175_dinov2_base_adjacent_similarity.csv
sample_009897,0.96197681,20,0.98820877;0.98074746;0.96855223;0.95243788;0.91993773,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009897_dinov2_base_adjacent_similarity.csv
sample_015017,0.96197256,20,0.97950959;0.96145284;0.96085453;0.95666379;0.95138204,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015017_dinov2_base_adjacent_similarity.csv
sample_004263,0.96196791,20,0.97526968;0.96408284;0.95806020;0.95776135;0.95466548,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004263_dinov2_base_adjacent_similarity.csv
sample_008061,0.96196619,20,0.98729444;0.97469628;0.95314103;0.94964212;0.94505709,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008061_dinov2_base_adjacent_similarity.csv
sample_015845,0.96196592,20,0.98778069;0.98196280;0.94972092;0.94703662;0.94332856,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015845_dinov2_base_adjacent_similarity.csv
sample_002800,0.96195572,20,0.96933013;0.96578896;0.96278822;0.95858574;0.95328557,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002800_dinov2_base_adjacent_similarity.csv
sample_015288,0.96195453,20,0.96891969;0.96867925;0.96566612;0.95326626;0.95324135,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015288_dinov2_base_adjacent_similarity.csv
sample_015731,0.96194626,20,0.97860205;0.96692109;0.96211880;0.95454490;0.94754446,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015731_dinov2_base_adjacent_similarity.csv
sample_006670,0.96194397,20,0.98551977;0.96097243;0.95566583;0.95380634;0.95375550,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006670_dinov2_base_adjacent_similarity.csv
sample_013167,0.96194053,20,0.98087716;0.98070323;0.96194685;0.95048648;0.93568891,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013167_dinov2_base_adjacent_similarity.csv
sample_004500,0.96193265,20,0.98347735;0.96270949;0.95882261;0.95368993;0.95096385,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004500_dinov2_base_adjacent_similarity.csv
sample_008898,0.96193085,20,0.97421706;0.97087574;0.96734798;0.95503145;0.94218200,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008898_dinov2_base_adjacent_similarity.csv
sample_000074,0.96192709,20,0.96762848;0.96520531;0.96457624;0.95629179;0.95593363,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000074_dinov2_base_adjacent_similarity.csv
sample_007827,0.96192325,20,0.97579134;0.97544980;0.96895742;0.94893843;0.94047928,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007827_dinov2_base_adjacent_similarity.csv
sample_004044,0.96192085,20,0.96757996;0.96613622;0.96446574;0.95828563;0.95313668,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004044_dinov2_base_adjacent_similarity.csv
sample_005392,0.96192030,20,0.96755135;0.96608889;0.96607721;0.95863342;0.95125061,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005392_dinov2_base_adjacent_similarity.csv
sample_012565,0.96191991,20,0.97232878;0.96899384;0.96426117;0.95589375;0.94812202,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012565_dinov2_base_adjacent_similarity.csv
sample_012142,0.96191633,20,0.99109888;0.98269832;0.94768065;0.94612855;0.94197524,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012142_dinov2_base_adjacent_similarity.csv
sample_014605,0.96191221,20,0.98059273;0.97784877;0.95902073;0.95687389;0.93522495,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014605_dinov2_base_adjacent_similarity.csv
sample_002453,0.96191192,20,0.98663378;0.96527719;0.95411170;0.95357847;0.94995844,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002453_dinov2_base_adjacent_similarity.csv
sample_016113,0.96190883,20,0.98366117;0.96151888;0.95710647;0.95436239;0.95289522,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_016113_dinov2_base_adjacent_similarity.csv
sample_002231,0.96190882,20,0.98911673;0.98263049;0.96135569;0.95338082;0.92306036,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002231_dinov2_base_adjacent_similarity.csv
sample_011619,0.96190487,20,0.97313416;0.96715152;0.95961893;0.95499557;0.95462418,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011619_dinov2_base_adjacent_similarity.csv
sample_002375,0.96189824,20,0.98981237;0.98537046;0.95446610;0.94514656;0.93469572,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002375_dinov2_base_adjacent_similarity.csv
sample_012072,0.96189777,20,0.97825420;0.96087635;0.95929068;0.95606899;0.95499861,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012072_dinov2_base_adjacent_similarity.csv
sample_015961,0.96189511,20,0.96749699;0.96279931;0.96268255;0.96201873;0.95447797,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015961_dinov2_base_adjacent_similarity.csv
sample_011263,0.96188903,20,0.96639889;0.96591413;0.96197474;0.95777994;0.95737743,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011263_dinov2_base_adjacent_similarity.csv
sample_006971,0.96188786,20,0.97335911;0.96975166;0.96686721;0.95174932;0.94771200,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006971_dinov2_base_adjacent_similarity.csv
sample_006787,0.96188669,20,0.97544527;0.97210580;0.95537293;0.95357019;0.95293927,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006787_dinov2_base_adjacent_similarity.csv
sample_015130,0.96188226,20,0.96874034;0.96848714;0.96712363;0.95771098;0.94734919,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015130_dinov2_base_adjacent_similarity.csv
sample_010754,0.96188142,20,0.97128284;0.96946603;0.96787417;0.95044869;0.95033538,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010754_dinov2_base_adjacent_similarity.csv
sample_006916,0.96188037,20,0.97214502;0.96376979;0.96142566;0.95840061;0.95366079,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006916_dinov2_base_adjacent_similarity.csv
sample_006180,0.96187569,20,0.97299850;0.96685898;0.96532732;0.95377976;0.95041388,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006180_dinov2_base_adjacent_similarity.csv
sample_009114,0.96187558,20,0.98719513;0.96628660;0.96371990;0.96221435;0.92996192,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009114_dinov2_base_adjacent_similarity.csv
sample_014924,0.96187132,20,0.97691953;0.96309668;0.96177661;0.95689988;0.95066392,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_014924_dinov2_base_adjacent_similarity.csv
sample_004833,0.96186953,20,0.97607112;0.97385991;0.96142364;0.96017009;0.93782288,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004833_dinov2_base_adjacent_similarity.csv
sample_012405,0.96186578,20,0.96549922;0.96322060;0.96172512;0.96115565;0.95772833,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012405_dinov2_base_adjacent_similarity.csv
sample_012468,0.96186483,20,0.97018635;0.96969759;0.95790660;0.95582175;0.95571184,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012468_dinov2_base_adjacent_similarity.csv
sample_003330,0.96185762,20,0.97194034;0.97088909;0.96013254;0.95684397;0.94948214,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003330_dinov2_base_adjacent_similarity.csv
sample_012329,0.96185081,20,0.98877978;0.96152455;0.95674390;0.95116103;0.95104480,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012329_dinov2_base_adjacent_similarity.csv
sample_003276,0.96185024,20,0.97555768;0.96675289;0.95939600;0.95439041;0.95315421,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003276_dinov2_base_adjacent_similarity.csv
sample_009535,0.96184871,20,0.99216378;0.98187351;0.97868741;0.95390415;0.90261471,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009535_dinov2_base_adjacent_similarity.csv
sample_011594,0.96184809,20,0.97084880;0.97081822;0.96439612;0.95261884;0.95055848,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011594_dinov2_base_adjacent_similarity.csv
sample_011241,0.96184723,20,0.97264516;0.96482766;0.96388757;0.95648861;0.95138717,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011241_dinov2_base_adjacent_similarity.csv
sample_009153,0.96184698,20,0.96584266;0.96521652;0.96453172;0.95977420;0.95386982,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009153_dinov2_base_adjacent_similarity.csv
sample_011772,0.96184076,20,0.99132168;0.95762479;0.95711404;0.95572686;0.94741642,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011772_dinov2_base_adjacent_similarity.csv
sample_008798,0.96183028,20,0.97937328;0.97702771;0.96731031;0.95541227;0.93002784,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008798_dinov2_base_adjacent_similarity.csv
sample_013150,0.96182731,20,0.97307301;0.96832490;0.96074432;0.95695466;0.95003968,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013150_dinov2_base_adjacent_similarity.csv
sample_005750,0.96182378,20,0.97638702;0.97031784;0.96718991;0.94814181;0.94708234,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005750_dinov2_base_adjacent_similarity.csv
