sample,score_top5_mean,num_pairs,top_values,csv_path
sample_012936,0.98559970,20,0.98791993;0.98707020;0.98605454;0.98566425;0.98128957,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012936_dinov2_base_adjacent_similarity.csv
sample_011137,0.98558737,20,0.99181658;0.98663801;0.98461503;0.98387772;0.98098952,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011137_dinov2_base_adjacent_similarity.csv
sample_005424,0.98558209,20,0.98684573;0.98678792;0.98540747;0.98476064;0.98410869,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005424_dinov2_base_adjacent_similarity.csv
sample_001552,0.98557661,20,0.99014723;0.98973072;0.98901933;0.98886633;0.97011942,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001552_dinov2_base_adjacent_similarity.csv
sample_000428,0.98557608,20,0.99451655;0.99327075;0.99257487;0.98870516;0.95881307,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000428_dinov2_base_adjacent_similarity.csv
sample_004995,0.98556675,20,0.99069220;0.98659730;0.98395610;0.98355985;0.98302829,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004995_dinov2_base_adjacent_similarity.csv
sample_010946,0.98556552,20,0.98742396;0.98721987;0.98674357;0.98523390;0.98120630,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010946_dinov2_base_adjacent_similarity.csv
sample_011445,0.98556097,20,0.99545753;0.99157786;0.98786551;0.97972417;0.97317976,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011445_dinov2_base_adjacent_similarity.csv
sample_009273,0.98555981,20,0.99393874;0.99137092;0.98725510;0.98284364;0.97239065,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009273_dinov2_base_adjacent_similarity.csv
sample_004750,0.98555498,20,0.99173760;0.98879898;0.98421538;0.98189396;0.98112899,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004750_dinov2_base_adjacent_similarity.csv
sample_012942,0.98555057,20,0.99042326;0.98851180;0.98697859;0.98249900;0.97934020,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012942_dinov2_base_adjacent_similarity.csv
sample_002472,0.98554933,20,0.99064577;0.98675597;0.98669368;0.98264551;0.98100573,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002472_dinov2_base_adjacent_similarity.csv
sample_011338,0.98554357,20,0.99228066;0.98974448;0.98368365;0.98127449;0.98073459,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011338_dinov2_base_adjacent_similarity.csv
sample_009418,0.98554207,20,0.99470872;0.99113607;0.98729312;0.97732317;0.97724926,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009418_dinov2_base_adjacent_similarity.csv
sample_005104,0.98553314,20,0.98863220;0.98798454;0.98493743;0.98425543;0.98185611,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005104_dinov2_base_adjacent_similarity.csv
sample_010834,0.98553034,20,0.99397987;0.98871052;0.98758137;0.98187250;0.97550744,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010834_dinov2_base_adjacent_similarity.csv
sample_001800,0.98551859,20,0.99071133;0.98768204;0.98509109;0.98333609;0.98077238,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001800_dinov2_base_adjacent_similarity.csv
sample_008978,0.98551536,20,0.98900586;0.98812622;0.98605496;0.98296326;0.98142648,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008978_dinov2_base_adjacent_similarity.csv
sample_005300,0.98551090,20,0.99290323;0.98744011;0.98337638;0.98287117;0.98096359,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005300_dinov2_base_adjacent_similarity.csv
sample_004898,0.98550858,20,0.99634445;0.99264312;0.99090433;0.97808003;0.96957099,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004898_dinov2_base_adjacent_similarity.csv
sample_007152,0.98550671,20,0.99101537;0.98785347;0.98488510;0.98447400;0.97930562,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007152_dinov2_base_adjacent_similarity.csv
sample_004337,0.98549453,20,0.99114811;0.98815656;0.98445177;0.98188394;0.98183227,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004337_dinov2_base_adjacent_similarity.csv
sample_011470,0.98549179,20,0.99217469;0.98603427;0.98595709;0.98335671;0.97993618,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011470_dinov2_base_adjacent_similarity.csv
sample_001326,0.98549089,20,0.99320638;0.99140787;0.98751259;0.98549640;0.96983123,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001326_dinov2_base_adjacent_similarity.csv
sample_004767,0.98548918,20,0.98929381;0.98927498;0.98757529;0.98254728;0.97875452,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004767_dinov2_base_adjacent_similarity.csv
sample_009280,0.98548676,20,0.99331820;0.99161971;0.98736763;0.97880912;0.97631913,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009280_dinov2_base_adjacent_similarity.csv
sample_001367,0.98548337,20,0.99363518;0.99069363;0.99042028;0.98556405;0.96710372,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001367_dinov2_base_adjacent_similarity.csv
sample_007371,0.98546761,20,0.99310416;0.98930508;0.98783547;0.98511338;0.97197998,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007371_dinov2_base_adjacent_similarity.csv
sample_007462,0.98546752,20,0.99137044;0.98951596;0.98711365;0.98127604;0.97806150,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007462_dinov2_base_adjacent_similarity.csv
sample_007405,0.98544822,20,0.99061751;0.98743165;0.98627603;0.98242164;0.98049426,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007405_dinov2_base_adjacent_similarity.csv
sample_000261,0.98544769,20,0.99625421;0.99203700;0.98914093;0.97540748;0.97439885,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000261_dinov2_base_adjacent_similarity.csv
sample_001360,0.98544732,20,0.99497527;0.99027169;0.98975372;0.98871702;0.96351892,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001360_dinov2_base_adjacent_similarity.csv
sample_011335,0.98544550,20,0.99434453;0.98458523;0.98446530;0.98214054;0.98169190,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011335_dinov2_base_adjacent_similarity.csv
sample_011345,0.98543666,20,0.99010336;0.98704088;0.98685575;0.98551238;0.97767091,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011345_dinov2_base_adjacent_similarity.csv
sample_007372,0.98542167,20,0.99281776;0.98862571;0.98676115;0.98439902;0.97450471,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007372_dinov2_base_adjacent_similarity.csv
sample_013067,0.98540515,20,0.98975992;0.98562461;0.98483837;0.98347616;0.98332667,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013067_dinov2_base_adjacent_similarity.csv
sample_012926,0.98540392,20,0.99112618;0.98956591;0.98417455;0.98156917;0.98058379,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012926_dinov2_base_adjacent_similarity.csv
sample_001337,0.98539418,20,0.99171770;0.99168050;0.99129105;0.98359096;0.96869069,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001337_dinov2_base_adjacent_similarity.csv
sample_007386,0.98538581,20,0.98813462;0.98708081;0.98587000;0.98416388;0.98167974,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007386_dinov2_base_adjacent_similarity.csv
sample_004443,0.98538529,20,0.98729813;0.98682183;0.98482329;0.98450750;0.98347569,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004443_dinov2_base_adjacent_similarity.csv
sample_005099,0.98538102,20,0.98979795;0.98867154;0.98449779;0.98437268;0.97956514,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005099_dinov2_base_adjacent_similarity.csv
sample_001395,0.98537660,20,0.99385035;0.99118036;0.98909885;0.98670733;0.96604609,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001395_dinov2_base_adjacent_similarity.csv
sample_009783,0.98537314,20,0.99375802;0.98557067;0.98528588;0.98328561;0.97896552,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009783_dinov2_base_adjacent_similarity.csv
sample_004730,0.98537130,20,0.98938173;0.98846829;0.98591471;0.98568195;0.97740984,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004730_dinov2_base_adjacent_similarity.csv
sample_004575,0.98537037,20,0.99173003;0.98614311;0.98355758;0.98314220;0.98227894,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004575_dinov2_base_adjacent_similarity.csv
sample_007286,0.98536339,20,0.99225223;0.98907363;0.98747814;0.97969115;0.97832179,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007286_dinov2_base_adjacent_similarity.csv
sample_005098,0.98535248,20,0.99433899;0.98933429;0.98377889;0.98206067;0.97724956,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005098_dinov2_base_adjacent_similarity.csv
sample_001372,0.98534936,20,0.99546814;0.99460030;0.99298263;0.98064637;0.96304935,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001372_dinov2_base_adjacent_similarity.csv
sample_001632,0.98534732,20,0.99287415;0.98621356;0.98612070;0.98525035;0.97627783,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001632_dinov2_base_adjacent_similarity.csv
sample_000558,0.98534249,20,0.99566400;0.99311453;0.99102437;0.98926997;0.95763958,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000558_dinov2_base_adjacent_similarity.csv
sample_005537,0.98533614,20,0.99053288;0.98866272;0.98535144;0.98148626;0.98064739,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005537_dinov2_base_adjacent_similarity.csv
sample_010953,0.98533589,20,0.99085474;0.98926383;0.98843360;0.98064816;0.97747910,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010953_dinov2_base_adjacent_similarity.csv
sample_000906,0.98533515,20,0.99450493;0.98799062;0.98755246;0.98634100;0.97028673,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000906_dinov2_base_adjacent_similarity.csv
sample_011123,0.98533293,20,0.99064380;0.98848855;0.98501599;0.98408544;0.97843087,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011123_dinov2_base_adjacent_similarity.csv
sample_005298,0.98531810,20,0.99199557;0.99069941;0.98484546;0.97975779;0.97929227,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005298_dinov2_base_adjacent_similarity.csv
sample_006646,0.98531690,20,0.99234724;0.98704380;0.98336363;0.98329741;0.98053241,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006646_dinov2_base_adjacent_similarity.csv
sample_006644,0.98531477,20,0.98806882;0.98805124;0.98737013;0.98190629;0.98117739,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006644_dinov2_base_adjacent_similarity.csv
sample_005303,0.98531082,20,0.99060303;0.98885906;0.98681724;0.98572201;0.97455275,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005303_dinov2_base_adjacent_similarity.csv
sample_000872,0.98530497,20,0.99488896;0.99287575;0.99090135;0.98363543;0.96422338,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000872_dinov2_base_adjacent_similarity.csv
sample_000606,0.98529818,20,0.99604708;0.99598056;0.98822707;0.97537899;0.97085720,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000606_dinov2_base_adjacent_similarity.csv
sample_003751,0.98529748,20,0.99082094;0.98965955;0.98412108;0.98103106;0.98085475,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003751_dinov2_base_adjacent_similarity.csv
sample_001464,0.98529463,20,0.99528700;0.99302638;0.98904222;0.98004067;0.96907687,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001464_dinov2_base_adjacent_similarity.csv
sample_000789,0.98529450,20,0.99462050;0.99364465;0.98484761;0.98420990;0.96914983,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000789_dinov2_base_adjacent_similarity.csv
sample_009445,0.98529372,20,0.99410772;0.99113262;0.98698378;0.98027086;0.97397363,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009445_dinov2_base_adjacent_similarity.csv
sample_013102,0.98529086,20,0.98909289;0.98855305;0.98441684;0.98433560;0.98005593,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013102_dinov2_base_adjacent_similarity.csv
sample_002533,0.98528016,20,0.99339736;0.98821491;0.98794210;0.98000306;0.97684336,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002533_dinov2_base_adjacent_similarity.csv
sample_010928,0.98527577,20,0.99179715;0.98800540;0.98753363;0.98724592;0.97179675,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010928_dinov2_base_adjacent_similarity.csv
sample_001152,0.98527264,20,0.99101400;0.98992097;0.98644489;0.98119569;0.97778767,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001152_dinov2_base_adjacent_similarity.csv
sample_011297,0.98527126,20,0.99095654;0.98705393;0.98612761;0.98282284;0.97939539,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011297_dinov2_base_adjacent_similarity.csv
sample_004444,0.98527102,20,0.99259835;0.98812294;0.98532873;0.98137891;0.97892618,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004444_dinov2_base_adjacent_similarity.csv
sample_011350,0.98526208,20,0.98972243;0.98952985;0.98728144;0.98506701;0.97470969,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011350_dinov2_base_adjacent_similarity.csv
sample_007559,0.98525932,20,0.98848641;0.98567939;0.98486966;0.98476464;0.98249650,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007559_dinov2_base_adjacent_similarity.csv
sample_008907,0.98525490,20,0.98971176;0.98823494;0.98345435;0.98291945;0.98195398,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_008907_dinov2_base_adjacent_similarity.csv
sample_005502,0.98524988,20,0.99084681;0.98616672;0.98332012;0.98303801;0.98287773,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005502_dinov2_base_adjacent_similarity.csv
sample_013012,0.98524344,20,0.98860919;0.98766220;0.98560554;0.98490793;0.97943234,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013012_dinov2_base_adjacent_similarity.csv
sample_003123,0.98524153,20,0.98987103;0.98808271;0.98694533;0.98667377;0.97463483,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003123_dinov2_base_adjacent_similarity.csv
sample_012952,0.98523730,20,0.99134642;0.98752910;0.98633492;0.98055035;0.98042572,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012952_dinov2_base_adjacent_similarity.csv
sample_004994,0.98523549,20,0.98830962;0.98767912;0.98481083;0.98460472;0.98077315,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004994_dinov2_base_adjacent_similarity.csv
sample_009281,0.98522924,20,0.99480671;0.98692334;0.98424661;0.98268998;0.97747958,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009281_dinov2_base_adjacent_similarity.csv
sample_009460,0.98522504,20,0.99079305;0.99039280;0.98467648;0.98127222;0.97899067,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009460_dinov2_base_adjacent_similarity.csv
sample_004765,0.98522383,20,0.98907930;0.98830032;0.98677641;0.98126310;0.98070002,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004765_dinov2_base_adjacent_similarity.csv
sample_005554,0.98522236,20,0.99305844;0.98939866;0.98925209;0.98039067;0.97401196,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005554_dinov2_base_adjacent_similarity.csv
sample_000572,0.98521817,20,0.99409819;0.99125212;0.98235238;0.98036641;0.97802174,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000572_dinov2_base_adjacent_similarity.csv
sample_004449,0.98521619,20,0.98770463;0.98660141;0.98628408;0.98455203;0.98093879,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004449_dinov2_base_adjacent_similarity.csv
sample_011308,0.98521349,20,0.99004871;0.98897332;0.98291433;0.98266470;0.98146641,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011308_dinov2_base_adjacent_similarity.csv
sample_003082,0.98520013,20,0.98844349;0.98825431;0.98522729;0.98328054;0.98079503,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003082_dinov2_base_adjacent_similarity.csv
sample_005543,0.98519722,20,0.98640144;0.98581076;0.98574972;0.98411828;0.98390591,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005543_dinov2_base_adjacent_similarity.csv
sample_004773,0.98519026,20,0.99262720;0.98831612;0.98347729;0.98232377;0.97920692,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004773_dinov2_base_adjacent_similarity.csv
sample_004535,0.98518317,20,0.98971689;0.98870111;0.98806757;0.98359978;0.97583050,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004535_dinov2_base_adjacent_similarity.csv
sample_001215,0.98517550,20,0.99550617;0.99295074;0.99127710;0.99038696;0.95575655,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001215_dinov2_base_adjacent_similarity.csv
sample_001377,0.98517425,20,0.99469483;0.99427527;0.99373901;0.99203593;0.95112622,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001377_dinov2_base_adjacent_similarity.csv
sample_011438,0.98516914,20,0.99505949;0.99009973;0.98738146;0.97756755;0.97573745,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011438_dinov2_base_adjacent_similarity.csv
sample_005308,0.98516117,20,0.99365330;0.98857725;0.98616230;0.97884190;0.97857112,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005308_dinov2_base_adjacent_similarity.csv
sample_001382,0.98515948,20,0.99413234;0.99272072;0.99224901;0.98852175;0.95817357,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001382_dinov2_base_adjacent_similarity.csv
sample_009576,0.98515671,20,0.99117577;0.98785585;0.98253822;0.98227108;0.98194265,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009576_dinov2_base_adjacent_similarity.csv
sample_001000,0.98515592,20,0.99667221;0.99548209;0.99546117;0.97836733;0.95979679,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001000_dinov2_base_adjacent_similarity.csv
sample_005130,0.98515494,20,0.99065185;0.98716462;0.98690480;0.98172629;0.97932714,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005130_dinov2_base_adjacent_similarity.csv
sample_010346,0.98515066,20,0.99341410;0.98705518;0.98643792;0.98530567;0.97354043,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010346_dinov2_base_adjacent_similarity.csv
sample_000244,0.98515046,20,0.99456733;0.99202096;0.98731381;0.98343313;0.96841705,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000244_dinov2_base_adjacent_similarity.csv
sample_015906,0.98514980,20,0.99214756;0.99028498;0.98348171;0.98145765;0.97837710,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015906_dinov2_base_adjacent_similarity.csv
sample_002940,0.98514342,20,0.98656845;0.98621613;0.98477364;0.98423439;0.98392451,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002940_dinov2_base_adjacent_similarity.csv
sample_011382,0.98513230,20,0.98864156;0.98789656;0.98558688;0.98195112;0.98158538,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011382_dinov2_base_adjacent_similarity.csv
sample_003143,0.98513094,20,0.99242336;0.99054235;0.98911124;0.98304725;0.97053051,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003143_dinov2_base_adjacent_similarity.csv
sample_004239,0.98511645,20,0.98817331;0.98627198;0.98560393;0.98370254;0.98183048,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004239_dinov2_base_adjacent_similarity.csv
sample_002667,0.98511236,20,0.98962283;0.98504341;0.98460531;0.98345220;0.98283803,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002667_dinov2_base_adjacent_similarity.csv
sample_007446,0.98511091,20,0.98962981;0.98948753;0.98872519;0.98154688;0.97616512,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007446_dinov2_base_adjacent_similarity.csv
sample_011574,0.98509859,20,0.99123615;0.98907399;0.98475176;0.98247015;0.97796088,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011574_dinov2_base_adjacent_similarity.csv
sample_005030,0.98509657,20,0.99147755;0.98876196;0.98786831;0.98759115;0.96978390,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005030_dinov2_base_adjacent_similarity.csv
sample_011480,0.98509167,20,0.99272203;0.98839432;0.98534071;0.98130333;0.97769797,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011480_dinov2_base_adjacent_similarity.csv
sample_013125,0.98508904,20,0.99063957;0.98991561;0.98737127;0.98164415;0.97587460,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_013125_dinov2_base_adjacent_similarity.csv
sample_011339,0.98507657,20,0.99082488;0.98834240;0.98697019;0.98102075;0.97822464,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011339_dinov2_base_adjacent_similarity.csv
sample_010063,0.98506690,20,0.99006379;0.98849463;0.98561811;0.98483372;0.97632426,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010063_dinov2_base_adjacent_similarity.csv
sample_003756,0.98506481,20,0.98835468;0.98805380;0.98576891;0.98323643;0.97991025,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003756_dinov2_base_adjacent_similarity.csv
sample_015434,0.98506179,20,0.99326444;0.98987734;0.98806787;0.98354095;0.97055835,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015434_dinov2_base_adjacent_similarity.csv
sample_004752,0.98505871,20,0.99043888;0.98988366;0.98969758;0.97870409;0.97656935,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004752_dinov2_base_adjacent_similarity.csv
sample_004448,0.98505373,20,0.99211377;0.98968226;0.98460704;0.98304683;0.97581875,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004448_dinov2_base_adjacent_similarity.csv
sample_005481,0.98504811,20,0.99032414;0.98795199;0.98729455;0.98468697;0.97498292,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_005481_dinov2_base_adjacent_similarity.csv
sample_007385,0.98504206,20,0.99029279;0.98879200;0.98791134;0.98673135;0.97148281,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007385_dinov2_base_adjacent_similarity.csv
sample_010799,0.98504039,20,0.98852515;0.98808527;0.98444253;0.98207802;0.98207098,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010799_dinov2_base_adjacent_similarity.csv
sample_003175,0.98503804,20,0.99167895;0.98605144;0.98539752;0.98121715;0.98084515,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003175_dinov2_base_adjacent_similarity.csv
sample_000730,0.98503787,20,0.98910439;0.98892236;0.98669481;0.98444277;0.97602504,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000730_dinov2_base_adjacent_similarity.csv
sample_015600,0.98503752,20,0.99051726;0.98792863;0.98487920;0.98181736;0.98004514,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_015600_dinov2_base_adjacent_similarity.csv
sample_009426,0.98503710,20,0.99394202;0.98799539;0.98195750;0.98068064;0.98060995,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009426_dinov2_base_adjacent_similarity.csv
sample_003471,0.98503706,20,0.99060297;0.98665333;0.98288321;0.98259288;0.98245293,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003471_dinov2_base_adjacent_similarity.csv
sample_011139,0.98502688,20,0.98932278;0.98836112;0.98419517;0.98348117;0.97977418,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_011139_dinov2_base_adjacent_similarity.csv
sample_004904,0.98500888,20,0.99672508;0.99307799;0.98993760;0.98894507;0.95635867,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004904_dinov2_base_adjacent_similarity.csv
sample_009284,0.98500266,20,0.99004608;0.98998332;0.98662728;0.98065299;0.97770363,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009284_dinov2_base_adjacent_similarity.csv
sample_004761,0.98499848,20,0.99073106;0.98913562;0.98876280;0.97916907;0.97719383,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004761_dinov2_base_adjacent_similarity.csv
sample_000292,0.98499639,20,0.99553144;0.99218714;0.99050045;0.97718358;0.96957934,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000292_dinov2_base_adjacent_similarity.csv
sample_006144,0.98499163,20,0.99075121;0.98511386;0.98363340;0.98310244;0.98235726,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006144_dinov2_base_adjacent_similarity.csv
sample_010933,0.98498519,20,0.99133146;0.99005812;0.98820728;0.97848392;0.97684515,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010933_dinov2_base_adjacent_similarity.csv
sample_009272,0.98498460,20,0.99318552;0.98596138;0.98517108;0.98494482;0.97566020,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009272_dinov2_base_adjacent_similarity.csv
sample_012932,0.98498196,20,0.98857236;0.98822272;0.98739547;0.98058617;0.98013306,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_012932_dinov2_base_adjacent_similarity.csv
sample_003188,0.98496328,20,0.98854947;0.98843682;0.98612869;0.98248661;0.97921479,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_003188_dinov2_base_adjacent_similarity.csv
