task_id,task_score,rank,sample,quality_score,top3_mean,global_mean,num_pairs,top3_values,csv_path
357,10.0,8455,sample_002189,0.92128133,0.97861886,0.83527504,20,0.98344243;0.98075473;0.97165942,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002189_dinov2_base_adjacent_similarity.csv
357,10.0,8531,sample_002180,0.92088533,0.97680491,0.83700597,20,0.98957533;0.97428143;0.96655798,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002180_dinov2_base_adjacent_similarity.csv
357,10.0,9334,sample_002124,0.91599849,0.97066693,0.83399584,20,0.98240197;0.96686506;0.96273375,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002124_dinov2_base_adjacent_similarity.csv
357,10.0,9606,sample_002161,0.91438621,0.97887615,0.81765128,20,0.99006283;0.98170245;0.96486318,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002161_dinov2_base_adjacent_similarity.csv
357,10.0,9661,sample_002225,0.91406093,0.97824397,0.81778637,20,0.99188089;0.97152269;0.97132832,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002225_dinov2_base_adjacent_similarity.csv
357,10.0,9694,sample_002251,0.91386646,0.97386155,0.82387382,20,0.97680169;0.97460198;0.97018099,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002251_dinov2_base_adjacent_similarity.csv
357,10.0,9836,sample_002182,0.91311758,0.96721304,0.83197439,20,0.97761208;0.96595830;0.95806873,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002182_dinov2_base_adjacent_similarity.csv
357,10.0,9837,sample_002229,0.91311619,0.97562842,0.81934786,20,0.99315083;0.98288161;0.95085281,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002229_dinov2_base_adjacent_similarity.csv
357,10.0,9919,sample_002122,0.91270339,0.97421384,0.82043771,20,0.97759402;0.97643590;0.96861160,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002122_dinov2_base_adjacent_similarity.csv
357,10.0,9972,sample_002204,0.91246385,0.98024591,0.81079076,20,0.98682290;0.98677844;0.96713638,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002204_dinov2_base_adjacent_similarity.csv
357,10.0,10107,sample_002052,0.91173007,0.96927818,0.82540790,20,0.98151147;0.97545755;0.95086551,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002052_dinov2_base_adjacent_similarity.csv
357,10.0,10108,sample_002110,0.91172534,0.96319526,0.83452046,20,0.97380769;0.96368533;0.95209277,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002110_dinov2_base_adjacent_similarity.csv
357,10.0,10310,sample_002027,0.91063479,0.97902842,0.80804433,20,0.98846865;0.97952175;0.96909487,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002027_dinov2_base_adjacent_similarity.csv
357,10.0,10416,sample_002211,0.91010140,0.97483341,0.81300338,20,0.98757821;0.98331684;0.95360518,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002211_dinov2_base_adjacent_similarity.csv
357,10.0,10443,sample_002231,0.90996242,0.97770097,0.80835460,20,0.98911673;0.98263049;0.96135569,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002231_dinov2_base_adjacent_similarity.csv
357,10.0,10455,sample_001910,0.90990375,0.97056820,0.81890707,20,0.97211820;0.97029519;0.96929121,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001910_dinov2_base_adjacent_similarity.csv
357,10.0,10460,sample_002226,0.90987993,0.98431544,0.79822667,20,0.99065411;0.98728800;0.97500420,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002226_dinov2_base_adjacent_similarity.csv
357,10.0,10493,sample_002248,0.90972515,0.97502365,0.81177741,20,0.99174559;0.97277898;0.96054637,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002248_dinov2_base_adjacent_similarity.csv
357,10.0,10498,sample_002140,0.90971349,0.97348352,0.81405843,20,0.98306924;0.97597808;0.96140325,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002140_dinov2_base_adjacent_similarity.csv
357,10.0,10596,sample_002154,0.90924526,0.96220187,0.82981034,20,0.98562169;0.95293570;0.94804823,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002154_dinov2_base_adjacent_similarity.csv
357,10.0,10633,sample_002179,0.90907287,0.97685748,0.80739594,20,0.98284066;0.97440308;0.97332871,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002179_dinov2_base_adjacent_similarity.csv
357,10.0,10717,sample_002181,0.90862654,0.96441628,0.82494192,20,0.97632527;0.96669680;0.95022678,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002181_dinov2_base_adjacent_similarity.csv
357,10.0,10763,sample_002192,0.90838388,0.97481046,0.80874401,20,0.98130417;0.97173077;0.97139645,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002192_dinov2_base_adjacent_similarity.csv
357,10.0,10797,sample_002051,0.90822174,0.97031536,0.81508131,20,0.98258871;0.97605568;0.95230168,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002051_dinov2_base_adjacent_similarity.csv
357,10.0,10799,sample_002244,0.90821113,0.97562834,0.80708533,20,0.98762685;0.97486144;0.96439672,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002244_dinov2_base_adjacent_similarity.csv
357,10.0,10824,sample_002069,0.90807932,0.97218470,0.81192125,20,0.97921121;0.97665346;0.96068943,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002069_dinov2_base_adjacent_similarity.csv
357,10.0,10885,sample_002171,0.90769309,0.96498021,0.82176243,20,0.98697126;0.96622050;0.94174886,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002171_dinov2_base_adjacent_similarity.csv
357,10.0,10898,sample_002137,0.90760303,0.97016555,0.81375924,20,0.98524988;0.96599466;0.95925212,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002137_dinov2_base_adjacent_similarity.csv
357,10.0,10964,sample_002146,0.90727761,0.97337780,0.80812732,20,0.98196709;0.97468412;0.96348220,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002146_dinov2_base_adjacent_similarity.csv
357,10.0,11003,sample_002138,0.90705079,0.96717177,0.81686931,20,0.98541451;0.96020997;0.95589083,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002138_dinov2_base_adjacent_similarity.csv
357,10.0,11006,sample_002191,0.90704378,0.97203110,0.80956281,20,0.98092127;0.97064143;0.96453059,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002191_dinov2_base_adjacent_similarity.csv
357,10.0,11007,sample_002157,0.90704369,0.97347804,0.80739216,20,0.98880553;0.97206807;0.95956051,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002157_dinov2_base_adjacent_similarity.csv
357,10.0,11107,sample_002141,0.90655613,0.96911168,0.81272282,20,0.97604948;0.96778446;0.96350110,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002141_dinov2_base_adjacent_similarity.csv
357,10.0,11127,sample_002222,0.90647503,0.97330924,0.80622372,20,0.99050927;0.97030365;0.95911479,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002222_dinov2_base_adjacent_similarity.csv
357,10.0,11186,sample_002136,0.90615049,0.97060845,0.80946356,20,0.98646384;0.97700429;0.94835722,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002136_dinov2_base_adjacent_similarity.csv
357,10.0,11198,sample_002245,0.90610485,0.97131757,0.80828577,20,0.98278898;0.97567743;0.95548630,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002245_dinov2_base_adjacent_similarity.csv
357,10.0,11225,sample_002168,0.90596044,0.96825381,0.81252038,20,0.98015821;0.96990353;0.95469970,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002168_dinov2_base_adjacent_similarity.csv
