task_id,task_score,rank,sample,quality_score,top3_mean,global_mean,num_pairs,top3_values,csv_path
327,9.0,248,sample_000017,0.98114429,0.99654681,0.95804052,20,0.99791366;0.99675781;0.99496895,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000017_dinov2_base_adjacent_similarity.csv
327,9.0,255,sample_000082,0.98033674,0.98619648,0.97154712,20,0.99070495;0.98545086;0.98243362,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000082_dinov2_base_adjacent_similarity.csv
327,9.0,259,sample_000096,0.98016272,0.98919020,0.96662149,20,0.99129456;0.98820484;0.98807120,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000096_dinov2_base_adjacent_similarity.csv
327,9.0,265,sample_000099,0.97990742,0.98657129,0.96991161,20,0.98833591;0.98624825;0.98512971,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000099_dinov2_base_adjacent_similarity.csv
327,9.0,272,sample_000095,0.97947799,0.98925459,0.96481308,20,0.99310189;0.98997319;0.98468870,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000095_dinov2_base_adjacent_similarity.csv
327,9.0,284,sample_000112,0.97830983,0.98757074,0.96441846,20,0.98933208;0.98762316;0.98575699,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000112_dinov2_base_adjacent_similarity.csv
327,9.0,285,sample_000019,0.97825721,0.99545846,0.95245532,20,0.99615061;0.99602181;0.99420297,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000019_dinov2_base_adjacent_similarity.csv
327,9.0,288,sample_000012,0.97819013,0.99478940,0.95329121,20,0.99619013;0.99432999;0.99384809,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000012_dinov2_base_adjacent_similarity.csv
327,9.0,294,sample_000043,0.97775718,0.99564340,0.95092785,20,0.99591434;0.99590546;0.99511039,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000043_dinov2_base_adjacent_similarity.csv
327,9.0,296,sample_000013,0.97771317,0.99463459,0.95233104,20,0.99695385;0.99547637;0.99147356,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000013_dinov2_base_adjacent_similarity.csv
327,9.0,302,sample_000106,0.97743436,0.98682253,0.96335212,20,0.99048090;0.98584020;0.98414648,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000106_dinov2_base_adjacent_similarity.csv
327,9.0,305,sample_000016,0.97710451,0.99485268,0.95048224,20,0.99648374;0.99540210;0.99267220,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000016_dinov2_base_adjacent_similarity.csv
327,9.0,312,sample_000097,0.97686832,0.98513895,0.96446238,20,0.99035758;0.98491621;0.98014307,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000097_dinov2_base_adjacent_similarity.csv
327,9.0,313,sample_000011,0.97683856,0.99504721,0.94952558,20,0.99646991;0.99524891;0.99342281,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000011_dinov2_base_adjacent_similarity.csv
327,9.0,317,sample_000086,0.97668075,0.98477012,0.96454670,20,0.98803455;0.98568225;0.98059356,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000086_dinov2_base_adjacent_similarity.csv
327,9.0,334,sample_000091,0.97609177,0.98699049,0.95974369,20,0.98850691;0.98644710;0.98601747,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000091_dinov2_base_adjacent_similarity.csv
327,9.0,345,sample_000058,0.97580458,0.98357628,0.96414705,20,0.98502594;0.98475182;0.98095107,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000058_dinov2_base_adjacent_similarity.csv
327,9.0,347,sample_000083,0.97574133,0.98091406,0.96798225,20,0.98174185;0.98121560;0.97978473,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000083_dinov2_base_adjacent_similarity.csv
