task_id,task_score,rank,sample,quality_score,top3_mean,global_mean,num_pairs,top3_values,csv_path
385,8.0,214,sample_009255,0.98422378,0.99484487,0.96829213,20,0.99540466;0.99518293;0.99394703,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009255_dinov2_base_adjacent_similarity.csv
385,8.0,257,sample_009406,0.98025938,0.98898200,0.96717544,20,0.99196517;0.98884594;0.98613489,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009406_dinov2_base_adjacent_similarity.csv
385,8.0,260,sample_009336,0.98003983,0.99005363,0.96501912,20,0.99204206;0.99100929;0.98710954,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009336_dinov2_base_adjacent_similarity.csv
385,8.0,262,sample_009387,0.97997719,0.99378435,0.95926644,20,0.99505937;0.99473083;0.99156284,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009387_dinov2_base_adjacent_similarity.csv
385,8.0,276,sample_009342,0.97884755,0.98858601,0.96423987,20,0.99116099;0.99062514;0.98397189,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009342_dinov2_base_adjacent_similarity.csv
385,8.0,277,sample_009338,0.97879959,0.98830448,0.96454225,20,0.99440116;0.98575342;0.98475885,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009338_dinov2_base_adjacent_similarity.csv
385,8.0,282,sample_009257,0.97848255,0.99469527,0.95416348,20,0.99564159;0.99550140;0.99294281,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009257_dinov2_base_adjacent_similarity.csv
385,8.0,290,sample_009388,0.97798995,0.99316482,0.95522766,20,0.99516654;0.99505925;0.98926866,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009388_dinov2_base_adjacent_similarity.csv
385,8.0,299,sample_009341,0.97752076,0.98941183,0.95968415,20,0.99084526;0.98959965;0.98779058,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009341_dinov2_base_adjacent_similarity.csv
385,8.0,304,sample_009318,0.97710687,0.98826102,0.96037563,20,0.99421954;0.98903447;0.98152906,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009318_dinov2_base_adjacent_similarity.csv
385,8.0,309,sample_009343,0.97700969,0.98589766,0.96367774,20,0.98803645;0.98566073;0.98399580,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009343_dinov2_base_adjacent_similarity.csv
385,8.0,328,sample_009352,0.97630889,0.98766587,0.95927341,20,0.98870248;0.98813081;0.98616433,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009352_dinov2_base_adjacent_similarity.csv
