task_id,task_score,rank,sample,quality_score,top3_mean,global_mean,num_pairs,top3_values,csv_path
375,8.0,853,sample_006262,0.96658677,0.98489447,0.93912521,20,0.98563582;0.98556542;0.98348218,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006262_dinov2_base_adjacent_similarity.csv
375,8.0,862,sample_006274,0.96647513,0.98931471,0.93221576,20,0.99026072;0.98923838;0.98844504,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006274_dinov2_base_adjacent_similarity.csv
375,8.0,1050,sample_006273,0.96433944,0.98544922,0.93267477,20,0.98741841;0.98588777;0.98304147,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006273_dinov2_base_adjacent_similarity.csv
375,8.0,1207,sample_006275,0.96293945,0.98443020,0.93070333,20,0.98789889;0.98615110;0.97924060,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006275_dinov2_base_adjacent_similarity.csv
375,8.0,1281,sample_006286,0.96235147,0.98357189,0.93052084,20,0.98874891;0.98275864;0.97920811,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006286_dinov2_base_adjacent_similarity.csv
375,8.0,1316,sample_006265,0.96212448,0.98523265,0.92746222,20,0.98855102;0.98540604;0.98174089,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006265_dinov2_base_adjacent_similarity.csv
375,8.0,1511,sample_006278,0.96094944,0.98639210,0.92278545,20,0.98717272;0.98706454;0.98493904,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006278_dinov2_base_adjacent_similarity.csv
375,8.0,1588,sample_006121,0.96042846,0.98040855,0.93045832,20,0.98268569;0.97969997;0.97883999,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006121_dinov2_base_adjacent_similarity.csv
375,8.0,1608,sample_006272,0.96030186,0.98358140,0.92538254,20,0.98883688;0.98708224;0.97482508,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006272_dinov2_base_adjacent_similarity.csv
375,8.0,1675,sample_006279,0.95992045,0.98438736,0.92322010,20,0.98884094;0.98310220;0.98121893,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006279_dinov2_base_adjacent_similarity.csv
375,8.0,1745,sample_006280,0.95946613,0.98170817,0.92610307,20,0.98270631;0.98208016;0.98033804,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006280_dinov2_base_adjacent_similarity.csv
375,8.0,1819,sample_006263,0.95890214,0.98232514,0.92376764,20,0.98728216;0.98331326;0.97637999,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006263_dinov2_base_adjacent_similarity.csv
375,8.0,1846,sample_006126,0.95877390,0.98571825,0.91835737,20,0.98973364;0.98473865;0.98268247,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006126_dinov2_base_adjacent_similarity.csv
375,8.0,2030,sample_006127,0.95773456,0.98167414,0.92182520,20,0.98689926;0.98581040;0.97231275,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_006127_dinov2_base_adjacent_similarity.csv
